Stations_ID; Mess_Datum; Qualitaets_Niveau; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
     1078;19690701;   5;   19.0;  14.1;   4.7; 1013.10;   65.00;   1.1;   24.0;   10.2;    8.2;   4.8;   0.0;   0;     -999;   0;eor
     1078;19690702;   5;   21.4;  15.6;   2.0; 1012.80;   62.00;   2.1;   26.3;   13.6;   11.4;   6.7;   0.0;   0;     -999;   0;eor
     1078;19690703;   5;   20.2;  17.6;   5.3; 1016.20;   74.00;   1.9;   24.7;   14.6;   12.9;   6.1;   0.0;   0;     -999;   0;eor
     1078;19690704;   5;   18.3;  11.7;   2.7; 1017.10;   57.00;   2.1;   23.9;   14.1;   13.4;   6.8;   0.0;   0;     -999;   0;eor
     1078;19690705;   5;   19.4;  14.0;   5.3; 1013.20;   62.00;   3.7;   25.2;   14.6;   12.6;   9.0;   0.0;   0;     -999;   0;eor
     1078;19690706;   5;   19.9;  14.0;   7.0; 1008.40;   61.00;   2.0;   24.1;   12.5;   11.2;   6.4;  17.2;   1;     -999;   0;eor
     1078;19690707;   5;   13.2;  12.3;   7.7; 1001.90;   77.00;   7.3;   19.5;   11.2;   15.0;  20.0;   1.3;   1;     -999;   0;eor
     1078;19690708;   5;   13.2;  11.9;   7.0; 1009.90;   78.00;   4.3;   16.0;   10.4;    9.2;  10.8;   5.3;   1;     -999;   0;eor
     1078;19690709;   5;   12.0;  11.7;   5.3; 1013.90;   85.00;   2.8;   15.9;   10.0;    9.2;  11.8;   3.1;   1;     -999;   0;eor
     1078;19690710;   5;   13.3;  12.0;   7.0; 1020.40;   78.00;   2.5;   16.7;   10.0;    9.0;  11.1;   1.9;   1;     -999;   0;eor
     1078;19690711;   5;   13.9;  14.0;   7.3; 1019.60;   87.00;   4.2;   17.6;   10.5;    9.3;  13.7;  13.6;   1;     -999;   0;eor
     1078;19690712;   5;   17.1;  14.7;   6.7; 1024.30;   76.00;   3.2;   20.6;   10.5;    8.6;   8.0;   0.0;   1;     -999;   0;eor
     1078;19690713;   5;   18.0;  16.1;   6.3; 1024.80;   78.00;   3.1;   23.1;   14.1;   14.3;  11.1;   0.0;   1;     -999;   0;eor
     1078;19690714;   5;   16.1;  14.9;   5.3; 1025.20;   81.00;   2.2;   18.8;   12.6;   10.8;   6.5;   0.0;   0;     -999;   0;eor
     1078;19690715;   5;   21.5;  14.3;   0.0; 1020.40;   57.00;   2.9;   28.4;   11.1;    8.4;   8.5;   0.0;   0;     -999;   0;eor
     1078;19690716;   5;   25.0;  17.9;   3.7; 1014.30;   55.00;   5.1;   32.3;   17.0;   13.1;  23.7;  14.5;   1;     -999;   0;eor
     1078;19690717;   5;   19.4;  19.1;   6.0; 1018.40;   85.00;   3.2;   24.0;   16.1;   14.5;   8.2;   0.0;   0;     -999;   0;eor
     1078;19690718;   5;   19.1;  14.1;   3.3; 1021.60;   64.00;   1.3;   24.6;   12.0;   10.1;   5.7;   0.0;   0;     -999;   0;eor
     1078;19690719;   5;   20.5;  14.1;   2.3; 1019.00;   61.00;   2.8;   25.8;   13.3;   12.6;   8.3;   0.0;   0;     -999;   0;eor
     1078;19690720;   5;   19.1;  16.4;   5.3; 1018.60;   73.00;   4.1;   23.5;   17.0;   17.3;  11.1;   0.0;   0;     -999;   0;eor
     1078;19690721;   5;   20.7;  18.0;   5.3; 1018.40;   74.00;   1.9;   26.0;   14.5;   13.4;   6.1;   0.0;   0;     -999;   0;eor
     1078;19690722;   5;   23.2;  19.6;   0.3; 1016.00;   70.00;   1.7;   28.8;   15.1;   14.0;   6.0;   0.0;   0;     -999;   0;eor
     1078;19690723;   5;   25.4;  20.4;   3.0; 1013.80;   63.00;   2.5;   32.7;   16.6;   15.0;   9.2;   0.0;   0;     -999;   0;eor
     1078;19690724;   5;   24.7;  20.3;   6.0; 1012.30;   63.00;   3.1;   33.3;   20.7;   17.7;  11.9;   0.5;   1;     -999;   0;eor
     1078;19690725;   5;   21.0;  20.5;   8.0; 1017.40;   83.00;   2.4;   23.3;   17.9;   16.4;   8.0;   0.0;   0;     -999;   0;eor
     1078;19690726;   5;   21.8;  21.3;   6.3; 1016.40;   81.00;   1.4;   26.1;   18.1;   17.3;   5.0;   0.0;   1;     -999;   0;eor
     1078;19690727;   5;   22.4;  19.3;   3.3; 1017.50;   71.00;   2.0;   26.8;   18.7;   17.0;   8.0;   0.0;   0;     -999;   0;eor
     1078;19690728;   5;   25.3;  20.0;   2.3; 1012.80;   65.00;   2.0;   31.2;   15.4;   14.4;   7.0;   0.0;   0;     -999;   0;eor
     1078;19690729;   5;   24.2;  18.3;   1.3; 1007.50;   58.00;   4.8;   31.9;   20.7;   19.3;  13.0;   0.0;   0;     -999;   0;eor
     1078;19690730;   5;   20.8;  18.0;   7.3; 1015.00;   75.00;   2.7;   25.3;   16.3;   15.1;   8.9;   0.0;   0;     -999;   0;eor
     1078;19690731;   5;   19.0;  18.8;   5.7; 1013.60;   84.00;   2.9;   24.9;   17.8;   17.8;   9.7;   7.9;   1;     -999;   0;eor
     1078;19690801;   5;   22.9;  18.9;   4.7; 1008.40;   71.00;   1.8;   30.2;   15.5;   14.2;   9.4;   7.9;   1;     -999;   0;eor
     1078;19690802;   5;   22.9;  19.3;   3.0; 1007.90;   68.00;   3.1;   31.0;   19.2;   16.2;  12.2;   6.2;   1;     -999;   0;eor
     1078;19690803;   5;   21.0;  17.1;   5.0; 1013.00;   70.00;   2.2;   26.2;   17.1;   16.4;   6.4;   0.0;   0;     -999;   0;eor
     1078;19690804;   5;   21.9;  16.7;   0.3; 1016.30;   65.00;   1.5;   29.6;   15.0;   12.9;   5.2;   0.0;   0;     -999;   0;eor
     1078;19690805;   5;   23.8;  18.9;   3.3; 1016.40;   64.00;   2.0;   31.1;   16.9;   14.5;  11.2;   0.0;   0;     -999;   0;eor
     1078;19690806;   5;   21.0;  17.7;   4.7; 1019.20;   72.00;   3.1;   25.9;   18.1;   16.4;   8.0;   0.0;   0;     -999;   0;eor
     1078;19690807;   5;   18.8;  14.0;   3.3; 1019.60;   67.00;   2.7;   24.8;   12.7;   10.8;   8.8;   0.0;   0;     -999;   0;eor
     1078;19690808;   5;   21.6;  14.7;   2.0; 1017.90;   59.00;   2.3;   27.9;   13.3;   10.5;   7.6;   0.0;   0;     -999;   0;eor
     1078;19690809;   5;   23.4;  13.2;   1.7; 1014.80;   49.00;   2.0;   30.4;   13.8;   12.0;   8.9;   0.0;   0;     -999;   0;eor
     1078;19690810;   5;   22.4;  11.6;   1.0; 1011.90;   45.00;   2.1;   29.7;   13.8;   11.3;   7.0;   0.0;   0;     -999;   0;eor
     1078;19690811;   5;   22.0;  10.9;   1.0; 1010.30;   43.00;   2.6;   28.8;   12.5;    9.5;   9.0;   0.0;   0;     -999;   0;eor
     1078;19690812;   5;   19.9;  12.3;   5.7; 1007.60;   53.00;   4.9;   27.3;   16.6;   14.9;  11.8;   6.3;   1;     -999;   0;eor
     1078;19690813;   5;   17.5;  16.1;   5.0; 1009.90;   80.00;   1.3;   21.1;   15.2;   14.8;   5.0;   0.5;   1;     -999;   0;eor
     1078;19690814;   5;   19.6;  16.0;   6.3; 1006.00;   72.00;   1.7;   25.6;   13.9;   10.5;   6.6;   0.2;   1;     -999;   0;eor
     1078;19690815;   5;   18.5;  18.1;   8.0; 1001.90;   85.00;   3.2;   22.6;   16.2;   10.5;  10.8;   5.5;   1;     -999;   0;eor
     1078;19690816;   5;   17.4;  17.9;   8.0; 1003.80;   91.00;   4.1;   19.2;   15.6;   15.3;   8.5;   7.2;   1;     -999;   0;eor
     1078;19690817;   5;   18.1;  18.4;   5.7; 1013.10;   87.00;   3.9;   22.3;   16.6;   16.0;   9.2;   0.1;   1;     -999;   0;eor
     1078;19690818;   5;   17.2;  15.5;   4.7; 1018.60;   79.00;   2.8;   22.3;   15.1;   15.0;   8.0;   0.0;   0;     -999;   0;eor
     1078;19690819;   5;   17.5;  17.6;   6.3; 1016.60;   89.00;   3.2;   20.5;   14.3;   13.0;   7.2;   9.2;   1;     -999;   0;eor
     1078;19690820;   5;   15.1;  16.1;   5.7; 1007.60;   90.00;   3.6;   18.2;   13.5;   16.5;  13.0;   9.1;   1;     -999;   0;eor
     1078;19690821;   5;   13.6;  13.1;   4.7; 1004.60;   83.00;   5.9;   17.7;   10.5;   10.9;  17.7;   5.5;   1;     -999;   0;eor
     1078;19690822;   5;   12.6;  12.0;   7.0; 1004.40;   82.00;   4.7;   17.8;   10.3;    9.4;  11.1;  15.6;   1;     -999;   0;eor
     1078;19690823;   5;   13.0;  11.9;   6.0; 1003.50;   80.00;   4.1;   16.1;   10.6;   10.0;   9.8;   3.9;   1;     -999;   0;eor
     1078;19690824;   5;   14.3;  15.1;   7.7; 1006.00;   94.00;   5.7;   17.5;   11.1;    9.5;  11.5;  13.6;   1;     -999;   0;eor
     1078;19690825;   5;   13.5;  12.1;   7.3; 1007.40;   78.00;   5.0;   17.7;   11.4;   11.1;  11.0;   6.3;   1;     -999;   0;eor
     1078;19690826;   5;   11.6;  12.3;   7.7; 1004.70;   90.00;   3.4;   14.1;    8.8;    7.4;  11.9;  13.4;   1;     -999;   0;eor
     1078;19690827;   5;   13.1;  13.1;   7.7; 1003.60;   86.00;   5.0;   17.4;   10.2;    8.9;  14.0;  15.7;   1;     -999;   0;eor
     1078;19690828;   5;   13.3;  13.9;   7.7; 1001.50;   90.00;   4.6;   16.5;   10.8;   10.4;  12.5;  32.7;   1;     -999;   0;eor
     1078;19690829;   5;   15.5;  14.1;   7.0; 1005.90;   81.00;   3.7;   19.6;   12.6;   12.4;  10.7;   6.1;   1;     -999;   0;eor
     1078;19690830;   5;   15.1;  14.1;   7.3; 1015.00;   80.00;   3.0;   18.1;   12.1;   11.0;   8.1;   0.0;   1;     -999;   0;eor
     1078;19690831;   5;   14.1;  13.3;   4.7; 1020.70;   83.00;   0.8;   19.8;    8.0;    7.2;   4.0;   0.0;   0;     -999;   0;eor
     1078;19690901;   5;   14.3;  13.6;   5.3; 1021.40;   85.00;   1.8;   17.4;    8.4;    7.0;   6.7;   0.0;   1;     -999;   0;eor
     1078;19690902;   5;   13.7;  13.2;   4.3; 1019.80;   82.00;   2.4;   18.0;   12.2;   12.0;   6.6;   0.0;   0;     -999;   0;eor
     1078;19690903;   5;   14.6;  12.0;   1.7; 1015.20;   72.00;   3.0;   19.6;   10.0;    8.3;   8.4;   0.0;   0;     -999;   0;eor
     1078;19690904;   5;   14.1;  12.9;   5.0; 1015.80;   78.00;   2.0;   19.3;   11.1;    9.0;   8.3;   0.0;   0;     -999;   0;eor
     1078;19690905;   5;   14.4;  12.3;   0.7; 1018.00;   75.00;   1.6;   20.5;    7.3;    5.9;   6.7;   0.0;   0;     -999;   0;eor
     1078;19690906;   5;   15.4;  13.2;   0.3; 1019.40;   75.00;   3.0;   21.4;    8.7;    7.2;   9.0;   0.0;   0;     -999;   0;eor
     1078;19690907;   5;   16.4;  14.3;   1.3; 1017.80;   76.00;   3.2;   21.4;   10.3;    8.3;   8.9;   0.0;   0;     -999;   0;eor
     1078;19690908;   5;   16.7;  13.9;   0.7; 1014.00;   75.00;   1.5;   23.6;    9.7;    7.5;   5.3;   0.0;   0;     -999;   0;eor
     1078;19690909;   5;   18.9;  15.7;   3.7; 1010.80;   74.00;   1.9;   24.7;   11.4;    9.5;   9.8;   4.0;   1;     -999;   0;eor
     1078;19690910;   5;   17.6;  17.6;   6.0; 1010.20;   85.00;   2.4;   22.4;   16.0;   14.5;   7.9;   0.3;   1;     -999;   0;eor
     1078;19690911;   5;   19.6;  16.5;   0.7; 1010.00;   74.00;   4.3;   24.7;   14.3;   12.8;   9.8;   0.0;   0;     -999;   0;eor
     1078;19690912;   5;   21.6;  14.8;   0.0; 1006.40;   59.00;   4.3;   26.9;   15.5;   12.3;  10.4;   0.0;   0;     -999;   0;eor
     1078;19690913;   5;   20.5;  16.8;   1.3; 1003.40;   69.00;   3.4;   27.4;   17.4;   14.9;   8.8;   0.0;   0;     -999;   0;eor
     1078;19690914;   5;   19.1;  15.9;   6.7; 1001.40;   74.00;   1.1;   25.7;   11.8;    9.7;   5.4;   0.0;   1;     -999;   0;eor
     1078;19690915;   5;   17.3;  17.1;   8.0; 1000.70;   86.00;   2.2;   19.0;   14.8;   12.9;   6.0;   0.0;   0;     -999;   0;eor
     1078;19690916;   5;   17.7;  16.9;   7.7; 1003.90;   83.00;   1.7;   20.7;   16.3;   15.3;   5.6;   5.0;   1;     -999;   0;eor
     1078;19690917;   5;   15.5;  16.8;   8.0; 1006.40;   95.00;   1.2;   16.8;   14.9;   14.5;   4.7;   4.2;   1;     -999;   0;eor
     1078;19690918;   5;   13.9;  13.3;   3.7; 1008.00;   80.00;   3.4;   19.1;   11.7;   13.0;  10.5;   0.0;   0;     -999;   0;eor
     1078;19690919;   5;   11.1;   8.9;   0.3; 1011.20;   69.00;   3.0;   17.6;    4.6;    3.0;   8.2;   0.0;   0;     -999;   0;eor
     1078;19690920;   5;   10.2;   9.6;   1.3; 1012.80;   78.00;   1.4;   17.0;    3.4;    1.5;   5.3;   0.0;   0;     -999;   0;eor
     1078;19690921;   5;   14.7;  14.4;   8.0; 1013.60;   87.00;   5.0;   16.4;    7.6;    4.6;  11.2;   0.5;   1;     -999;   0;eor
     1078;19690922;   5;   13.4;  14.7;   5.7; 1017.90;   89.00;   4.6;   17.1;   10.6;   14.7;  11.8;   1.4;   1;     -999;   0;eor
     1078;19690923;   5;   10.3;  10.1;   3.3; 1024.70;   82.00;   1.3;   16.7;    4.8;    3.0;   5.5;   0.0;   0;     -999;   0;eor
     1078;19690924;   5;   15.4;  12.4;   3.3; 1020.80;   74.00;   3.0;   21.6;    6.4;    4.2;   8.0;   0.0;   0;     -999;   0;eor
     1078;19690925;   5;   14.6;  14.1;   2.0; 1019.10;   83.00;   3.6;   19.8;   12.2;   10.5;   9.0;   0.0;   1;     -999;   0;eor
     1078;19690926;   5;   14.6;  12.8;   5.7; 1018.20;   76.00;   4.5;   19.0;   12.4;    9.5;  10.5;   0.0;   1;     -999;   0;eor
     1078;19690927;   5;   11.2;  11.6;   6.3; 1016.70;   80.00;   5.1;   15.1;    8.2;   10.4;  11.8;   2.6;   1;     -999;   0;eor
     1078;19690928;   5;   10.4;   8.1;   1.7; 1017.20;   68.00;   3.3;   15.5;    3.9;    1.5;   8.1;   0.1;   1;     -999;   0;eor
     1078;19690929;   5;   11.9;  12.8;   8.0; 1014.40;   91.00;   2.4;   13.6;    9.5;    6.0;   7.2;   1.2;   1;     -999;   0;eor
     1078;19690930;   5;   10.1;  10.4;   6.7; 1011.40;   82.00;   1.9;   13.5;    8.4;    8.5;   5.0;   0.0;   1;     -999;   0;eor
     1078;19691001;   5;    8.9;   8.3;   6.7; 1015.40;   72.00;   4.3;   13.5;    6.7;    4.8;  16.0;   0.1;   1;     -999;   0;eor
     1078;19691002;   5;   10.4;   9.7;   7.7; 1016.60;   79.00;   4.5;   11.9;    4.2;    2.4;  10.1;   0.1;   1;     -999;   0;eor
     1078;19691003;   5;   14.1;  14.4;   7.7; 1017.50;   88.00;   4.0;   16.0;   11.3;   10.7;   8.1;   0.7;   1;     -999;   0;eor
     1078;19691004;   5;   13.3;  14.4;   4.7; 1020.30;   90.00;   1.4;   18.0;   11.0;    9.3;   4.8;   0.0;   0;     -999;   0;eor
     1078;19691005;   5;   14.5;  12.5;   0.3; 1018.60;   78.00;   2.4;   20.9;    5.9;    4.1;   8.8;   0.0;   0;     -999;   0;eor
     1078;19691006;   5;   15.4;  13.1;   1.7; 1019.00;   75.00;   3.3;   22.0;   11.6;    8.8;   9.0;   0.0;   0;     -999;   0;eor
     1078;19691007;   5;   16.8;  14.8;   5.7; 1019.20;   78.00;   3.7;   21.0;   11.7;    9.8;   7.1;   0.0;   0;     -999;   0;eor
     1078;19691008;   5;   17.3;  13.9;   5.3; 1020.30;   70.00;   5.0;   23.0;   13.7;   12.7;   9.0;   0.0;   0;     -999;   0;eor
     1078;19691009;   5;   17.0;  11.7;   2.0; 1021.50;   62.00;   2.1;   23.7;   12.0;    8.7;   6.7;   0.0;   0;     -999;   0;eor
     1078;19691010;   5;   12.0;  11.6;   2.3; 1020.30;   83.00;   1.4;   20.5;    6.3;    3.4;   7.0;   0.0;   0;     -999;   0;eor
     1078;19691011;   5;   14.6;  13.5;   2.7; 1018.20;   83.00;   2.1;   21.2;    4.6;    2.5;   7.0;   0.0;   0;     -999;   0;eor
     1078;19691012;   5;   12.4;  12.0;   0.0; 1013.50;   83.00;   2.2;   18.3;    8.3;    5.8;   9.0;   0.0;   0;     -999;   0;eor
     1078;19691013;   5;   11.6;  10.7;   0.0; 1009.50;   78.00;   5.0;   16.9;    7.3;    6.0;   8.9;   0.0;   0;     -999;   0;eor
     1078;19691014;   5;   15.4;  11.7;   4.0; 1009.40;   69.00;   3.7;   20.5;    8.8;    7.0;   9.6;   0.0;   0;     -999;   0;eor
     1078;19691015;   5;   11.8;  11.7;   1.7; 1019.90;   82.00;   1.9;   18.0;    9.2;    8.6;   5.1;   0.0;   0;     -999;   0;eor
     1078;19691016;   5;   13.3;  12.5;   1.7; 1021.50;   82.00;   2.4;   19.5;    6.5;    3.9;   7.0;   0.0;   0;     -999;   0;eor
     1078;19691017;   5;   13.2;  11.6;   0.7; 1018.20;   77.00;   2.4;   21.9;    8.8;    6.2;   6.0;   0.0;   0;     -999;   0;eor
     1078;19691018;   5;   11.4;  10.3;   0.7; 1011.50;   77.00;   2.1;   19.0;    4.3;    1.8;   7.7;   0.0;   0;     -999;   0;eor
     1078;19691019;   5;   11.3;  10.5;   1.3; 1008.20;   80.00;   1.3;   20.8;    4.0;    1.6;   5.7;   0.0;   0;     -999;   0;eor
     1078;19691020;   5;   13.7;  12.0;   2.3; 1010.00;   75.00;   2.2;   21.4;    8.6;    4.6;   8.0;   0.0;   0;     -999;   0;eor
     1078;19691021;   5;   14.2;  14.0;   5.3; 1014.60;   86.00;   0.8;   19.3;    9.9;    7.1;   3.3;   0.0;   1;     -999;   0;eor
     1078;19691022;   5;   13.8;  12.7;   6.7; 1015.50;   80.00;   1.7;   18.0;    9.8;    6.3;   7.0;   2.5;   1;     -999;   0;eor
     1078;19691023;   5;   14.6;  14.3;   7.0; 1016.40;   86.00;   2.7;   16.5;   12.3;   10.8;   8.1;   2.7;   1;     -999;   0;eor
     1078;19691024;   5;   11.3;  10.8;   5.7; 1014.60;   78.00;   4.9;   15.4;    8.3;    9.7;  13.6;   4.4;   1;     -999;   0;eor
     1078;19691025;   5;   11.4;  10.5;   7.0; 1022.20;   79.00;   4.1;   13.3;    8.5;    7.4;  10.1;   4.2;   1;     -999;   0;eor
     1078;19691026;   5;   12.0;  12.5;   7.3; 1028.60;   87.00;   3.1;   15.3;    9.6;    9.7;   7.8;   0.1;   1;     -999;   0;eor
     1078;19691027;   5;   12.8;  12.8;   8.0; 1031.10;   87.00;   2.8;   14.0;   10.8;    6.0;   6.5;   0.0;   1;     -999;   0;eor
     1078;19691028;   5;   12.9;  13.7;   6.3; 1023.20;   91.00;   1.5;   15.4;   11.4;   11.0;   5.0;   0.0;   0;     -999;   0;eor
     1078;19691029;   5;    9.6;  10.0;   7.0; 1017.20;   82.00;   3.6;   12.3;    8.4;    6.1;  13.4;   0.6;   1;     -999;   0;eor
     1078;19691030;   5;    8.9;   9.5;   6.3; 1017.80;   84.00;   5.3;   10.7;    5.9;    3.5;  12.0;   0.5;   1;     -999;   0;eor
     1078;19691031;   5;   10.5;  11.3;   8.0; 1019.60;   89.00;   5.1;   11.6;    6.9;    5.9;  11.1;   0.0;   1;     -999;   0;eor
     1078;19691101;   5;    9.6;   9.5;   5.3; 1015.90;   79.00;   4.8;   11.4;    8.7;    7.6;  12.5;   0.0;   0;     -999;   0;eor
     1078;19691102;   5;   11.6;  10.4;   5.0; 1013.40;   77.00;   6.5;   14.5;    7.2;    5.4;  13.0;   0.0;   0;     -999;   0;eor
     1078;19691103;   5;   14.3;  11.9;   6.3; 1011.60;   72.00;   8.2;   15.5;   11.9;   11.5;  15.5;   0.0;   0;     -999;   0;eor
     1078;19691104;   5;   10.2;  10.7;   7.3; 1007.00;   80.00;   8.0;   15.4;    7.0;   11.5;  20.0;   8.3;   1;     -999;   0;eor
     1078;19691105;   5;    5.4;   7.1;   1.3; 1019.60;   78.00;   4.2;    9.8;    2.8;    1.4;  11.9;   0.4;   1;     -999;   0;eor
     1078;19691106;   5;    4.4;   6.5;   3.0; 1020.00;   77.00;   2.5;    8.1;    1.5;   -0.7;   6.0;   0.0;   0;     -999;   0;eor
     1078;19691107;   5;    5.3;   6.5;   7.3;  995.50;   74.00;   7.2;    6.7;    2.0;   -1.7;  16.3;   1.9;   1;     -999;   0;eor
     1078;19691108;   5;    8.0;   8.9;   5.0;  983.00;   81.00;   7.5;   11.1;    6.3;    5.0;  17.8;   1.3;   1;     -999;   0;eor
     1078;19691109;   5;    7.4;   8.9;   7.7;  976.70;   84.00;   9.5;   11.8;    5.8;    4.0;  30.0;  11.2;   1;     -999;   0;eor
     1078;19691110;   5;    8.8;   8.8;   5.7;  997.50;   78.00;   9.3;   10.3;    4.9;    2.6;  21.0;   0.3;   1;     -999;   0;eor
     1078;19691111;   5;   13.4;  11.3;   7.0;  996.30;   74.00;   6.7;   15.1;    8.7;    9.1;  13.9;   3.0;   1;     -999;   0;eor
     1078;19691112;   5;   11.6;   9.5;   3.7;  992.30;   65.00;   8.5;   15.8;    7.7;   11.2;  25.8;   5.1;   1;     -999;   0;eor
     1078;19691113;   5;    8.0;   9.1;   7.0;  996.80;   82.00;   4.1;   10.7;    5.7;    3.3;  12.6;   6.6;   1;     -999;   0;eor
     1078;19691114;   5;    8.0;   7.7;   1.7;  999.90;   71.00;   5.7;   10.9;    5.0;    2.0;  12.0;   0.0;   0;     -999;   0;eor
     1078;19691115;   5;    7.1;   7.5;   5.0;  999.50;   73.00;   7.7;    9.5;    5.7;    3.3;  17.2;   0.4;   1;     -999;   0;eor
     1078;19691116;   5;    8.4;   8.1;   6.0; 1002.80;   76.00;   7.3;   10.3;    5.0;    3.0;  14.1;   1.7;   1;     -999;   0;eor
     1078;19691117;   5;    5.4;   7.7;   6.3;  998.80;   84.00;   6.0;   10.7;    4.4;    5.5;  17.8;   2.2;   1;     -999;   0;eor
     1078;19691118;   5;    4.2;   6.1;   4.7; 1009.90;   76.00;   6.8;    5.5;    1.4;   -0.7;  16.3;   0.5;   1;     -999;   0;eor
     1078;19691119;   5;   10.8;  10.8;   8.0; 1007.00;   85.00;   7.4;   12.2;    3.9;    2.9;  17.4;   0.1;   1;     -999;   0;eor
     1078;19691120;   5;    7.7;   8.0;   5.0; 1008.20;   72.00;   6.0;   12.2;    4.9;    8.7;  13.0;   0.2;   1;     -999;   0;eor
     1078;19691121;   5;    8.6;   8.7;   7.0; 1004.80;   79.00;   4.5;   10.9;    3.0;    1.4;   8.6;   0.0;   1;     -999;   0;eor
     1078;19691122;   5;    9.8;  10.4;   7.3; 1002.20;   85.00;   3.5;   12.0;    8.3;    7.0;   8.1;   0.1;   1;     -999;   0;eor
     1078;19691123;   5;    9.9;  10.9;   6.3; 1000.80;   89.00;   1.8;   13.1;    7.2;    4.2;   5.9;  11.7;   8;     -999;   0;eor
     1078;19691124;   5;    1.9;   6.3;   7.3;  993.00;   89.00;   3.6;    9.6;    0.2;    2.2;  13.0;   0.0;   8;     -999;   0;eor
     1078;19691125;   5;    2.4;   6.3;   7.0;  992.20;   86.00;   2.3;    4.3;    0.8;    0.0;   5.6;   2.3;   8;     -999;   0;eor
     1078;19691126;   5;    1.4;   5.5;   6.3; 1001.60;   80.00;   3.8;    2.5;    0.3;   -0.5;   9.0;   0.0;   8;     -999;   0;eor
     1078;19691127;   5;    3.1;   6.4;   7.7; 1008.00;   86.00;   5.2;    4.5;   -2.4;   -3.0;  12.1;   0.5;   8;     -999;   0;eor
     1078;19691128;   5;    2.7;   6.7;   6.3;  998.30;   86.00;   7.1;    6.8;   -0.2;    1.8;  22.9;   3.8;   8;     -999;   0;eor
     1078;19691129;   5;    0.5;   5.7;   7.7; 1007.90;   88.00;   6.5;    2.4;   -0.6;   -0.6;  12.0;   1.1;   8;     -999;   2;eor
     1078;19691130;   5;    0.4;   5.9;   8.0; 1021.40;   91.00;   2.1;    1.6;   -0.5;   -1.4;   5.5;   0.0;   7;     -999;   0;eor
     1078;19691201;   5;   -1.2;   4.7;   6.3; 1023.80;   82.00;   3.0;    0.1;   -1.7;   -1.7;   8.3;   0.6;   8;     -999;   0;eor
     1078;19691202;   5;    2.6;   6.8;   8.0; 1013.60;   95.00;   4.4;    4.0;   -2.3;   -3.4;  10.1;   1.1;   1;     -999;   0;eor
     1078;19691203;   5;    3.7;   7.6;   7.3;  994.80;   95.00;   4.2;    6.6;    2.5;    1.8;   9.5;  11.3;   8;     -999;   0;eor
     1078;19691204;   5;   -0.1;   4.8;   5.0; 1001.20;   74.00;   2.8;    3.0;   -2.0;    0.8;   9.0;   0.0;   0;     -999;   0;eor
     1078;19691205;   5;   -0.4;   5.5;   7.7; 1009.80;   93.00;   1.7;    0.5;   -4.4;   -6.7;   4.6;   0.0;   7;     -999;   0;eor
     1078;19691206;   5;   -0.2;   5.5;   6.3; 1008.00;   90.00;   2.4;    0.8;   -1.8;   -4.1;   6.3;   0.6;   7;     -999;   0;eor
     1078;19691207;   5;   -2.0;   4.4;   6.7; 1013.90;   84.00;   2.6;   -0.2;   -5.0;   -7.3;   7.5;   0.0;   7;     -999;   0;eor
     1078;19691208;   5;   -0.3;   4.9;   7.7; 1014.70;   85.00;   3.0;    1.1;   -3.1;   -4.6;   6.9;   0.6;   8;     -999;   0;eor
     1078;19691209;   5;   -1.0;   5.1;   3.0; 1024.80;   85.00;   1.6;    2.7;   -4.0;   -6.8;   6.0;   0.0;   0;     -999;   0;eor
     1078;19691210;   5;   -4.8;   3.9;   2.3; 1022.20;   89.00;   0.8;   -0.6;   -7.7;  -10.0;   4.0;   0.0;   0;     -999;   0;eor
     1078;19691211;   5;   -1.5;   4.9;   7.7; 1017.40;   92.00;   0.7;    0.6;   -9.5;   -9.6;   2.4;   0.0;   0;     -999;   0;eor
     1078;19691212;   5;    1.0;   5.9;   8.0; 1016.60;   89.00;   0.8;    1.9;   -1.5;   -1.8;   2.8;   0.0;   0;     -999;   0;eor
     1078;19691213;   5;    0.3;   5.5;   8.0; 1017.80;   89.00;   3.4;    2.0;   -0.8;   -0.3;   6.8;   0.0;   8;     -999;   0;eor
     1078;19691214;   5;    0.6;   5.5;   7.3; 1008.00;   84.00;   6.7;    2.2;   -0.5;   -0.5;  16.4;   3.3;   8;     -999;   0;eor
     1078;19691215;   5;    1.8;   6.3;   8.0;  987.40;   92.00;   6.4;    2.8;   -0.3;    0.0;  15.1;   6.6;   8;     -999;   3;eor
     1078;19691216;   5;   -2.5;   4.7;   7.3; 1002.20;   87.00;   3.9;    2.6;   -4.2;    0.0;   8.4;   0.5;   7;     -999;   0;eor
     1078;19691217;   5;   -5.3;   3.5;   4.7; 1007.00;   85.00;   1.9;   -3.0;   -9.1;  -11.1;   5.8;   0.0;   0;     -999;   0;eor
     1078;19691218;   5;   -3.9;   3.7;   8.0; 1008.00;   83.00;   4.6;   -3.0;   -5.7;   -5.6;   9.3;   0.0;   7;     -999;   0;eor
